Country,Date,new_cases
World,2020-01-22,0.0
World,2020-01-23,100.0
World,2020-01-24,287.0
World,2020-01-25,493.0
World,2020-01-26,683.0
World,2020-01-27,809.0
World,2020-01-28,2651.0
World,2020-01-29,589.0
World,2020-01-30,2068.0
World,2020-01-31,1690.0
World,2020-02-01,2111.0
World,2020-02-02,4749.0
World,2020-02-03,3100.0
World,2020-02-04,4012.0
World,2020-02-05,3745.0
World,2020-02-06,3162.0
World,2020-02-07,3594.0
World,2020-02-08,2731.0
World,2020-02-09,3031.0
World,2020-02-10,2609.0
World,2020-02-11,2043.0
World,2020-02-12,418.0
World,2020-02-13,15152.0
World,2020-02-14,6528.0
World,2020-02-15,2143.0
World,2020-02-16,2183.0
World,2020-02-17,2035.0
World,2020-02-18,1882.0
World,2020-02-19,500.0
World,2020-02-20,561.0
World,2020-02-21,630.0
World,2020-02-22,1762.0
World,2020-02-23,382.0
World,2020-02-24,568.0
World,2020-02-25,854.0
World,2020-02-26,973.0
World,2020-02-27,1345.0
World,2020-02-28,1424.0
World,2020-02-29,1876.0
World,2020-03-01,2380.0
World,2020-03-02,1983.0
World,2020-03-03,2611.0
World,2020-03-04,2325.0
World,2020-03-05,2717.0
World,2020-03-06,3930.0
World,2020-03-07,4146.0
World,2020-03-08,3850.0
World,2020-03-09,4327.0
World,2020-03-10,4809.0
World,2020-03-11,7548.0
World,2020-03-12,6755.0
World,2020-03-13,13290.0
World,2020-03-14,10944.0
World,2020-03-15,11259.0
World,2020-03-16,14518.0
World,2020-03-17,15297.0
World,2020-03-18,17656.0
World,2020-03-19,27116.0
World,2020-03-20,29546.0
World,2020-03-21,32421.0
World,2020-03-22,34473.0
World,2020-03-23,42904.0
World,2020-03-24,42099.0
World,2020-03-25,51115.0
World,2020-03-26,61414.0
World,2020-03-27,63937.0
World,2020-03-28,69146.0
World,2020-03-29,56231.0
World,2020-03-30,65249.0
World,2020-03-31,78428.0
World,2020-04-01,81565.0
World,2020-04-02,82308.0
World,2020-04-03,84002.0
World,2020-04-04,77163.0
World,2020-04-05,72025.0
World,2020-04-06,74511.0
World,2020-04-07,72473.0
World,2020-04-08,81997.0
World,2020-04-09,86766.0
World,2020-04-10,86545.0
World,2020-04-11,75419.0
World,2020-04-12,118828.0
World,2020-04-13,71622.0
World,2020-04-14,84524.0
World,2020-04-15,77813.0
World,2020-04-16,94414.0
World,2020-04-17,87822.0
World,2020-04-18,78190.0
World,2020-04-19,76661.0
World,2020-04-20,75908.0
