Country,Date,new_cases
Brazil,2020-01-26,0
Brazil,2020-02-02,0.0
Brazil,2020-02-09,0
Brazil,2020-02-16,0
Brazil,2020-02-23,1.0
Brazil,2020-03-01,1.0
Brazil,2020-03-08,4.0
Brazil,2020-03-15,26.0
Brazil,2020-03-22,34.0
Brazil,2020-03-29,30.0
Brazil,2020-04-05,31.0
Brazil,2020-04-12,32.0
Brazil,2020-04-19,33.0
Brazil,2020-04-26,42.0
Brazil,2020-05-03,42.0
Brazil,2020-05-10,43.0
Brazil,2020-05-17,45.0
Brazil,2020-05-24,38.0
Brazil,2020-05-31,39.0
Brazil,2020-06-07,40.0
Brazil,2020-06-14,39.0
Brazil,2020-06-21,43.0
Brazil,2020-06-28,36.0
Brazil,2020-07-05,41.0
Brazil,2020-07-12,39.0
Brazil,2020-07-19,37.0
Brazil,2020-07-26,34.0
Brazil,2020-08-02,33.0
Brazil,2020-08-09,31.0
Brazil,2020-08-16,27.0
Brazil,2020-08-23,25.0
Brazil,2020-08-30,24.0
Brazil,2020-09-06,23.0
Brazil,2020-09-13,21.0
Brazil,2020-09-20,21.0
Brazil,2020-09-27,20.0
Brazil,2020-10-04,19.0
Brazil,2020-10-11,19.0
Brazil,2020-10-18,19.0
Brazil,2020-10-25,20.0
Brazil,2020-11-01,18.0
Brazil,2020-11-08,22.0
Brazil,2020-11-15,26.0
Brazil,2020-11-22,29.0
Brazil,2020-11-29,35.0
Brazil,2020-12-06,40.0
Brazil,2020-12-13,39.0
Brazil,2020-12-20,41.0
Brazil,2020-12-27,41.0
Brazil,2021-01-03,41.0
Brazil,2021-01-10,42.0
Brazil,2021-01-17,44.0
Brazil,2021-01-24,35.0
Brazil,2021-01-31,32.0
Brazil,2021-02-07,29.0
Brazil,2021-02-14,32.0
Brazil,2021-02-21,43.0
Brazil,2021-02-28,56.0
Brazil,2021-03-07,60.0
Brazil,2021-03-14,72.0
Brazil,2021-03-21,79.0
Brazil,2021-03-28,64.0
Brazil,2021-04-04,57.0
Brazil,2021-04-11,50.0
Brazil,2021-04-18,45.0
Brazil,2021-04-25,40.0
Brazil,2021-05-02,48.0
Brazil,2021-05-09,51.0
Brazil,2021-05-16,52.0
Brazil,2021-05-23,56.0
Brazil,2021-05-30,56.0
Brazil,2021-06-06,53.0
Brazil,2021-06-13,54.0
Brazil,2021-06-20,63.0
Brazil,2021-06-27,43.0
Brazil,2021-07-04,48.0
Brazil,2021-07-11,44.0
Brazil,2021-07-18,38.0
Brazil,2021-07-25,32.0
Brazil,2021-08-01,48.0
Brazil,2021-08-08,40.0
Brazil,2021-08-15,37.0
Brazil,2021-08-22,31.0
Brazil,2021-08-29,28.0
Brazil,2021-09-05,23.0
Brazil,2021-09-12,24.0
Brazil,2021-09-19,22.0
Brazil,2021-09-26,21.0
Brazil,2021-10-03,19.0
Brazil,2021-10-10,17.0
Brazil,2021-10-17,17.0
Brazil,2021-10-24,17.0
Brazil,2021-10-31,16.0
Brazil,2021-11-07,15.0
Brazil,2021-11-14,15.0
Brazil,2021-11-21,16.0
Brazil,2021-11-28,17.0
Brazil,2021-12-05,14.0
Brazil,2021-12-12,15.0
Brazil,2021-12-19,17.0
Brazil,2021-12-26,22.0
Brazil,2022-01-02,44.0
Brazil,2022-01-09,60.0
Brazil,2022-01-16,100.0
Brazil,2022-01-23,54.0
Brazil,2022-01-30,39.0
Brazil,2022-02-06,26.0
Brazil,2022-02-13,19.0
Brazil,2022-02-20,15.0
Brazil,2022-02-27,13.0
Brazil,2022-03-06,12.0
Brazil,2022-03-13,11.0
Brazil,2022-03-20,10.0
Brazil,2022-03-27,9.0
Brazil,2022-04-03,9.0
Brazil,2022-04-10,8.0
