Country,Date,new_cases
Germany,2020-01-26,0.0
Germany,2020-02-02,0.0
Germany,2020-02-09,2.0
Germany,2020-02-16,3.0
Germany,2020-02-23,15.0
Germany,2020-03-01,18.0
Germany,2020-03-08,53.0
Germany,2020-03-15,89.0
Germany,2020-03-22,86.0
Germany,2020-03-29,79.0
Germany,2020-04-05,68.0
Germany,2020-04-12,57.0
Germany,2020-04-19,51.0
Germany,2020-04-26,46.0
Germany,2020-05-03,43.0
Germany,2020-05-10,42.0
Germany,2020-05-17,36.0
Germany,2020-05-24,36.0
Germany,2020-05-31,27.0
Germany,2020-06-07,27.0
Germany,2020-06-14,32.0
Germany,2020-06-21,33.0
Germany,2020-06-28,28.0
Germany,2020-07-05,30.0
Germany,2020-07-12,31.0
Germany,2020-07-19,30.0
Germany,2020-07-26,38.0
Germany,2020-08-02,39.0
Germany,2020-08-09,40.0
Germany,2020-08-16,43.0
Germany,2020-08-23,42.0
Germany,2020-08-30,35.0
Germany,2020-09-06,35.0
Germany,2020-09-13,37.0
Germany,2020-09-20,40.0
Germany,2020-09-27,43.0
Germany,2020-10-04,53.0
Germany,2020-10-11,64.0
Germany,2020-10-18,76.0
Germany,2020-10-25,77.0
Germany,2020-11-01,55.0
Germany,2020-11-08,56.0
Germany,2020-11-15,51.0
Germany,2020-11-22,46.0
Germany,2020-11-29,45.0
Germany,2020-12-06,58.0
Germany,2020-12-13,66.0
Germany,2020-12-20,65.0
Germany,2020-12-27,55.0
Germany,2021-01-03,57.0
Germany,2021-01-10,58.0
Germany,2021-01-17,54.0
Germany,2021-01-24,48.0
Germany,2021-01-31,43.0
Germany,2021-02-07,39.0
Germany,2021-02-14,40.0
Germany,2021-02-21,45.0
Germany,2021-02-28,48.0
Germany,2021-03-07,50.0
Germany,2021-03-14,54.0
Germany,2021-03-21,63.0
Germany,2021-03-28,66.0
Germany,2021-04-04,64.0
Germany,2021-04-11,68.0
Germany,2021-04-18,70.0
Germany,2021-04-25,70.0
Germany,2021-05-02,68.0
Germany,2021-05-09,68.0
Germany,2021-05-16,64.0
Germany,2021-05-23,62.0
Germany,2021-05-30,58.0
Germany,2021-06-06,59.0
Germany,2021-06-13,52.0
Germany,2021-06-20,49.0
Germany,2021-06-27,55.0
Germany,2021-07-04,54.0
Germany,2021-07-11,52.0
Germany,2021-07-18,53.0
Germany,2021-07-25,56.0
Germany,2021-08-01,59.0
Germany,2021-08-08,54.0
Germany,2021-08-15,54.0
Germany,2021-08-22,54.0
Germany,2021-08-29,51.0
Germany,2021-09-05,44.0
Germany,2021-09-12,42.0
Germany,2021-09-19,36.0
Germany,2021-09-26,30.0
Germany,2021-10-03,32.0
Germany,2021-10-10,33.0
Germany,2021-10-17,35.0
Germany,2021-10-24,39.0
Germany,2021-10-31,46.0
Germany,2021-11-07,61.0
Germany,2021-11-14,80.0
Germany,2021-11-21,100.0
Germany,2021-11-28,89.0
Germany,2021-12-05,81.0
Germany,2021-12-12,68.0
Germany,2021-12-19,69.0
Germany,2021-12-26,64.0
Germany,2022-01-02,67.0
Germany,2022-01-09,68.0
Germany,2022-01-16,78.0
Germany,2022-01-23,62.0
Germany,2022-01-30,53.0
Germany,2022-02-06,50.0
Germany,2022-02-13,38.0
Germany,2022-02-20,32.0
Germany,2022-02-27,29.0
Germany,2022-03-06,34.0
Germany,2022-03-13,43.0
Germany,2022-03-20,40.0
Germany,2022-03-27,36.0
Germany,2022-04-03,30.0
Germany,2022-04-10,28.0
