Country,Date,new_cases
usa,2020-01-26,0
usa,2020-02-02,0
usa,2020-02-09,0
usa,2020-02-16,0
usa,2020-02-23,2.0
usa,2020-03-01,5.0
usa,2020-03-08,20.0
usa,2020-03-15,53.0
usa,2020-03-22,62.0
usa,2020-03-29,65.0
usa,2020-04-05,59.0
usa,2020-04-12,47.0
usa,2020-04-19,42.0
usa,2020-04-26,39.0
usa,2020-05-03,37.0
usa,2020-05-10,37.0
usa,2020-05-17,35.0
usa,2020-05-24,32.0
usa,2020-05-31,26.0
usa,2020-06-07,29.0
usa,2020-06-14,35.0
usa,2020-06-21,45.0
usa,2020-06-28,54.0
usa,2020-07-05,57.0
usa,2020-07-12,58.0
usa,2020-07-19,49.0
usa,2020-07-26,47.0
usa,2020-08-02,43.0
usa,2020-08-09,38.0
usa,2020-08-16,35.0
usa,2020-08-23,31.0
usa,2020-08-30,32.0
usa,2020-09-06,29.0
usa,2020-09-13,28.0
usa,2020-09-20,28.0
usa,2020-09-27,35.0
usa,2020-10-04,38.0
usa,2020-10-11,32.0
usa,2020-10-18,37.0
usa,2020-10-25,41.0
usa,2020-11-01,33.0
usa,2020-11-08,54.0
usa,2020-11-15,71.0
usa,2020-11-22,54.0
usa,2020-11-29,53.0
usa,2020-12-06,58.0
usa,2020-12-13,57.0
usa,2020-12-20,57.0
usa,2020-12-27,60.0
usa,2021-01-03,59.0
usa,2021-01-10,60.0
usa,2021-01-17,58.0
usa,2021-01-24,56.0
usa,2021-01-31,52.0
usa,2021-02-07,51.0
usa,2021-02-14,43.0
usa,2021-02-21,46.0
usa,2021-02-28,53.0
usa,2021-03-07,57.0
usa,2021-03-14,51.0
usa,2021-03-21,50.0
usa,2021-03-28,54.0
usa,2021-04-04,50.0
usa,2021-04-11,42.0
usa,2021-04-18,37.0
usa,2021-04-25,41.0
usa,2021-05-02,33.0
usa,2021-05-09,32.0
usa,2021-05-16,29.0
usa,2021-05-23,24.0
usa,2021-05-30,23.0
usa,2021-06-06,21.0
usa,2021-06-13,20.0
usa,2021-06-20,19.0
usa,2021-06-27,19.0
usa,2021-07-04,20.0
usa,2021-07-11,25.0
usa,2021-07-18,35.0
usa,2021-07-25,44.0
usa,2021-08-01,63.0
usa,2021-08-08,58.0
usa,2021-08-15,58.0
usa,2021-08-22,59.0
usa,2021-08-29,60.0
usa,2021-09-05,48.0
usa,2021-09-12,42.0
usa,2021-09-19,37.0
usa,2021-09-26,35.0
usa,2021-10-03,32.0
usa,2021-10-10,29.0
usa,2021-10-17,26.0
usa,2021-10-24,28.0
usa,2021-10-31,30.0
usa,2021-11-07,30.0
usa,2021-11-14,32.0
usa,2021-11-21,32.0
usa,2021-11-28,38.0
usa,2021-12-05,34.0
usa,2021-12-12,44.0
usa,2021-12-19,78.0
usa,2021-12-26,99.0
usa,2022-01-02,100.0
usa,2022-01-09,82.0
usa,2022-01-16,83.0
usa,2022-01-23,43.0
usa,2022-01-30,30.0
usa,2022-02-06,25.0
usa,2022-02-13,22.0
usa,2022-02-20,18.0
usa,2022-02-27,17.0
usa,2022-03-06,16.0
usa,2022-03-13,16.0
usa,2022-03-20,14.0
usa,2022-03-27,14.0
usa,2022-04-03,14.0
usa,2022-04-10,15.0
