Country,Date,new_cases
Iran,2020-01-26,0.0
Iran,2020-02-02,0.0
Iran,2020-02-09,1.0
Iran,2020-02-16,8.0
Iran,2020-02-23,38.0
Iran,2020-03-01,42.0
Iran,2020-03-08,56.0
Iran,2020-03-15,51.0
Iran,2020-03-22,78.0
Iran,2020-03-29,77.0
Iran,2020-04-05,67.0
Iran,2020-04-12,50.0
Iran,2020-04-19,37.0
Iran,2020-04-26,36.0
Iran,2020-05-03,32.0
Iran,2020-05-10,32.0
Iran,2020-05-17,35.0
Iran,2020-05-24,22.0
Iran,2020-05-31,26.0
Iran,2020-06-07,27.0
Iran,2020-06-14,31.0
Iran,2020-06-21,33.0
Iran,2020-06-28,39.0
Iran,2020-07-05,43.0
Iran,2020-07-12,40.0
Iran,2020-07-19,40.0
Iran,2020-07-26,35.0
Iran,2020-08-02,33.0
Iran,2020-08-09,38.0
Iran,2020-08-16,26.0
Iran,2020-08-23,27.0
Iran,2020-08-30,26.0
Iran,2020-09-06,23.0
Iran,2020-09-13,22.0
Iran,2020-09-20,23.0
Iran,2020-09-27,25.0
Iran,2020-10-04,33.0
Iran,2020-10-11,34.0
Iran,2020-10-18,40.0
Iran,2020-10-25,42.0
Iran,2020-11-01,35.0
Iran,2020-11-08,39.0
Iran,2020-11-15,38.0
Iran,2020-11-22,32.0
Iran,2020-11-29,21.0
Iran,2020-12-06,21.0
Iran,2020-12-13,21.0
Iran,2020-12-20,25.0
Iran,2020-12-27,20.0
Iran,2021-01-03,22.0
Iran,2021-01-10,20.0
Iran,2021-01-17,21.0
Iran,2021-01-24,23.0
Iran,2021-01-31,27.0
Iran,2021-02-07,24.0
Iran,2021-02-14,25.0
Iran,2021-02-21,26.0
Iran,2021-02-28,33.0
Iran,2021-03-07,24.0
Iran,2021-03-14,24.0
Iran,2021-03-21,33.0
Iran,2021-03-28,38.0
Iran,2021-04-04,46.0
Iran,2021-04-11,53.0
Iran,2021-04-18,55.0
Iran,2021-04-25,62.0
Iran,2021-05-02,46.0
Iran,2021-05-09,36.0
Iran,2021-05-16,32.0
Iran,2021-05-23,35.0
Iran,2021-05-30,39.0
Iran,2021-06-06,29.0
Iran,2021-06-13,26.0
Iran,2021-06-20,40.0
Iran,2021-06-27,42.0
Iran,2021-07-04,44.0
Iran,2021-07-11,48.0
Iran,2021-07-18,59.0
Iran,2021-07-25,62.0
Iran,2021-08-01,97.0
Iran,2021-08-08,98.0
Iran,2021-08-15,100.0
Iran,2021-08-22,73.0
Iran,2021-08-29,64.0
Iran,2021-09-05,51.0
Iran,2021-09-12,57.0
Iran,2021-09-19,45.0
Iran,2021-09-26,38.0
Iran,2021-10-03,27.0
Iran,2021-10-10,29.0
Iran,2021-10-17,27.0
Iran,2021-10-24,22.0
Iran,2021-10-31,24.0
Iran,2021-11-07,22.0
Iran,2021-11-14,19.0
Iran,2021-11-21,21.0
Iran,2021-11-28,23.0
Iran,2021-12-05,18.0
Iran,2021-12-12,27.0
Iran,2021-12-19,26.0
Iran,2021-12-26,25.0
Iran,2022-01-02,21.0
Iran,2022-01-09,19.0
Iran,2022-01-16,58.0
Iran,2022-01-23,21.0
Iran,2022-01-30,29.0
Iran,2022-02-06,26.0
Iran,2022-02-13,25.0
Iran,2022-02-20,21.0
Iran,2022-02-27,18.0
Iran,2022-03-06,16.0
Iran,2022-03-13,17.0
Iran,2022-03-20,26.0
Iran,2022-03-27,25.0
Iran,2022-04-03,23.0
Iran,2022-04-10,23.0
