CountryName,Date,new_cases,Search Index
Australia,2020-01-26,12.0,2.0
Australia,2020-02-02,3.0,2.0
Australia,2020-02-09,0.0,2.0
Australia,2020-02-16,0.0,2.0
Australia,2020-02-23,10.0,3.0
Australia,2020-03-01,38.0,5.0
Australia,2020-03-08,187.0,6.0
Australia,2020-03-15,821.0,8.0
Australia,2020-03-22,2569.0,7.0
Australia,2020-03-29,1910.0,8.0
Australia,2020-04-05,753.0,7.0
Australia,2020-04-12,265.0,7.0
Australia,2020-04-19,126.0,6.0
Australia,2020-04-26,105.0,6.0
Australia,2020-05-03,140.0,5.0
Australia,2020-05-10,105.0,5.0
Australia,2020-05-17,70.0,4.0
Australia,2020-05-24,78.0,4.0
Australia,2020-05-31,67.0,3.0
Australia,2020-06-07,61.0,3.0
Australia,2020-06-14,141.0,3.0
Australia,2020-06-21,225.0,3.0
Australia,2020-06-28,757.0,3.0
Australia,2020-07-05,1354.0,4.0
Australia,2020-07-12,2005.0,4.0
Australia,2020-07-19,2601.0,5.0
Australia,2020-07-26,3492.0,4.0
Australia,2020-08-02,3189.0,5.0
Australia,2020-08-09,2203.0,7.0
Australia,2020-08-16,1524.0,8.0
Australia,2020-08-23,859.0,5.0
Australia,2020-08-30,608.0,4.0
Australia,2020-09-06,373.0,5.0
Australia,2020-09-13,247.0,4.0
Australia,2020-09-20,142.0,3.0
Australia,2020-09-27,95.0,3.0
Australia,2020-10-04,128.0,3.0
Australia,2020-10-11,127.0,3.0
Australia,2020-10-18,123.0,4.0
Australia,2020-10-25,82.0,3.0
Australia,2020-11-01,63.0,3.0
Australia,2020-11-08,53.0,7.0
Australia,2020-11-15,110.0,5.0
Australia,2020-11-22,71.0,5.0
Australia,2020-11-29,73.0,6.0
Australia,2020-12-06,65.0,8.0
Australia,2020-12-13,138.0,6.0
Australia,2020-12-20,140.0,6.0
Australia,2020-12-27,176.0,6.0
Australia,2021-01-03,111.0,8.0
Australia,2021-01-10,113.0,9.0
Australia,2021-01-17,58.0,9.0
Australia,2021-01-24,45.0,10.0
Australia,2021-01-31,40.0,9.0
Australia,2021-02-07,47.0,9.0
Australia,2021-02-14,28.0,12.0
Australia,2021-02-21,44.0,16.0
Australia,2021-02-28,64.0,12.0
Australia,2021-03-07,83.0,12.0
Australia,2021-03-14,79.0,23.0
Australia,2021-03-21,63.0,15.0
Australia,2021-03-28,89.0,16.0
Australia,2021-04-04,57.0,21.0
Australia,2021-04-11,114.0,16.0
Australia,2021-04-18,144.0,15.0
Australia,2021-04-25,161.0,14.0
